"Gene","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_021342655.1","GCA_021534865.1","GCA_021697815.1","GCA_021890555.1"
"ibpB","heat shock chaperone IbpB","4","4","1.0","429","429","429.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4874-cds-WP_001243431.1","GCA_021534865.1-NZ_CP091038.1-3564-cds-WP_001243431.1","GCA_021697815.1-NZ_JAJPUS010000014.1-673-cds-WP_001243431.1","GCA_021890555.1-NZ_JAKLOD010000001.1-19-cds-WP_001243431.1"
"yidK","solute:sodium symporter family transporter","4","4","1.0","1716","1716","1716.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4877-cds-WP_001087174.1","GCA_021534865.1-NZ_CP091038.1-3570-cds-WP_001087181.1","GCA_021697815.1-NZ_JAJPUS010000014.1-679-cds-WP_001087115.1","GCA_021890555.1-NZ_JAKLOD010000001.1-25-cds-WP_001087147.1"
"groups_5249","sulfatase-like hydrolase/transferase","1","1","1.0","363","363","363","GCA_021342655.1-NZ_JAJTPH010000006.1-4878-cds-WP_001296570.1","","",""
"yidH","YidH family protein","4","4","1.0","348","348","348.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4880-cds-WP_001296568.1","GCA_021534865.1-NZ_CP091038.1-3573-cds-WP_000703959.1","GCA_021697815.1-NZ_JAJPUS010000014.1-681-cds-WP_000703959.1","GCA_021890555.1-NZ_JAKLOD010000001.1-28-cds-WP_000703959.1"
"yidG","DUF202 domain-containing protein","4","4","1.0","363","363","363.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4881-cds-WP_001113432.1","GCA_021534865.1-NZ_CP091038.1-3574-cds-WP_001113432.1","GCA_021697815.1-NZ_JAJPUS010000014.1-682-cds-WP_001113432.1","GCA_021890555.1-NZ_JAKLOD010000001.1-29-cds-WP_001113432.1"
"emrD","multidrug efflux MFS transporter EmrD","4","4","1.0","1185","1185","1185.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4883-cds-WP_001296567.1","GCA_021534865.1-NZ_CP091038.1-3576-cds-WP_000828746.1","GCA_021697815.1-NZ_JAJPUS010000014.1-684-cds-WP_001306726.1","GCA_021890555.1-NZ_JAKLOD010000001.1-31-cds-WP_000828746.1"
"ilvB","acetolactate synthase large subunit","4","4","1.0","1689","1689","1689.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4886-cds-WP_000168502.1","GCA_021534865.1-NZ_CP091038.1-3580-cds-WP_000168475.1","GCA_021697815.1-NZ_JAJPUS010000014.1-688-cds-WP_022646297.1","GCA_021890555.1-NZ_JAKLOD010000001.1-35-cds-WP_000168480.1"
"ilvN_00207","acetolactate synthase small subunit","4","4","1.0","291","291","291.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4887-cds-WP_001181706.1","GCA_021534865.1-NZ_CP091038.1-3581-cds-WP_001181706.1","GCA_021697815.1-NZ_JAJPUS010000014.1-689-cds-WP_001181706.1","GCA_021890555.1-NZ_JAKLOD010000001.1-36-cds-WP_001181706.1"
"groups_5255","hypothetical protein","1","1","1.0","132","132","132","GCA_021342655.1-NZ_JAJTPH010000006.1-4888-cds-WP_015675020.1","","",""
"uhpA","transcriptional regulator UhpA","4","4","1.0","591","591","591.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4889-cds-WP_000633668.1","GCA_021534865.1-NZ_CP091038.1-3582-cds-WP_000633668.1","GCA_021697815.1-NZ_JAJPUS010000014.1-692-cds-WP_000633668.1","GCA_021890555.1-NZ_JAKLOD010000001.1-37-cds-WP_000633668.1"
"uhpB","signal transduction histidine-protein kinase/phosphatase UhpB","4","4","1.0","1503","1503","1503.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4890-cds-WP_001304997.1","GCA_021534865.1-NZ_CP091038.1-3583-cds-WP_001295243.1","GCA_021697815.1-NZ_JAJPUS010000014.1-693-cds-WP_022646294.1","GCA_021890555.1-NZ_JAKLOD010000001.1-38-cds-WP_001330988.1"
"uhpC","MFS transporter family glucose-6-phosphate receptor UhpC","4","4","1.0","1320","1320","1320.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4891-cds-WP_001296565.1","GCA_021534865.1-NZ_CP091038.1-3584-cds-WP_000936566.1","GCA_021697815.1-NZ_JAJPUS010000014.1-694-cds-WP_001301991.1","GCA_021890555.1-NZ_JAKLOD010000001.1-39-cds-WP_001358267.1"
"uhpT","hexose-6-phosphate:phosphate antiporter","4","4","1.0","1392","1392","1392.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4892-cds-WP_000879199.1","GCA_021534865.1-NZ_CP091038.1-3585-cds-WP_000879194.1","GCA_021697815.1-NZ_JAJPUS010000014.1-695-cds-WP_000879194.1","GCA_021890555.1-NZ_JAKLOD010000001.1-40-cds-WP_000879194.1"
"adeD","adenine deaminase","4","4","1.0","1767","1767","1767.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4893-cds-WP_001065681.1","GCA_021534865.1-NZ_CP091038.1-3586-cds-WP_001065718.1","GCA_021697815.1-NZ_JAJPUS010000014.1-696-cds-WP_022646293.1","GCA_021890555.1-NZ_JAKLOD010000001.1-41-cds-WP_001065695.1"
"groups_5261","DNA-binding transcriptional regulator","2","2","1.0","324","324","324.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4896-cds-WP_000125640.1","","GCA_021697815.1-NZ_JAJPUS010000014.1-699-cds-WP_000125643.1",""
"groups_5262","type II toxin-antitoxin system RelE/ParE family toxin","1","1","1.0","360","360","360","GCA_021342655.1-NZ_JAJTPH010000006.1-4897-cds-WP_001263511.1","","",""
"nepI","purine ribonucleoside efflux pump NepI","4","4","1.0","1185","1191","1190.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4898-cds-WP_001288551.1","GCA_021534865.1-NZ_CP091038.1-3589-cds-WP_001460141.1","GCA_021697815.1-NZ_JAJPUS010000014.1-701-cds-WP_001288548.1","GCA_021890555.1-NZ_JAKLOD010000001.1-44-cds-WP_001513414.1"
"nlpA","lipoprotein NlpA","4","4","1.0","819","819","819.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4900-cds-WP_000779409.1","GCA_021534865.1-NZ_CP091038.1-3591-cds-WP_000779426.1","GCA_021697815.1-NZ_JAJPUS010000014.1-709-cds-WP_000779398.1","GCA_021890555.1-NZ_JAKLOD010000001.1-46-cds-WP_000779426.1"
"yicL","carboxylate/amino acid/amine transporter","4","4","1.0","924","924","924.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4901-cds-WP_000535950.1","GCA_021534865.1-NZ_CP091038.1-3592-cds-WP_000535961.1","GCA_021697815.1-NZ_JAJPUS010000014.1-710-cds-WP_022646286.1","GCA_021890555.1-NZ_JAKLOD010000001.1-47-cds-WP_000535955.1"
"groups_5266","hypothetical protein","1","1","1.0","498","498","498","GCA_021342655.1-NZ_JAJTPH010000006.1-4902-cds-WP_000509815.1","","",""
"groups_5267","virulence RhuM family protein","1","1","1.0","1038","1038","1038","GCA_021342655.1-NZ_JAJTPH010000006.1-4903-cds-WP_001280586.1","","",""
"yicJ","glycoside-pentoside-hexuronide family transporter","3","3","1.0","1383","1383","1383.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4905-cds-WP_000834418.1","","GCA_021697815.1-NZ_JAJPUS010000014.1-714-cds-WP_000834422.1","GCA_021890555.1-NZ_JAKLOD010000001.1-51-cds-WP_000834439.1"
"groups_5269","PRD domain-containing protein","2","2","1.0","1554","1554","1554.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4907-cds-WP_001296537.1","","GCA_021697815.1-NZ_JAJPUS010000014.1-716-cds-WP_022646284.1",""
"groups_5270","fructose PTS transporter subunit IIA","2","2","1.0","471","471","471.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4908-cds-WP_000355546.1","","GCA_021697815.1-NZ_JAJPUS010000014.1-717-cds-WP_000355546.1",""
"groups_5271","fructose PTS transporter subunit IIB","2","2","1.0","315","315","315.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4909-cds-WP_001028073.1","","GCA_021697815.1-NZ_JAJPUS010000014.1-718-cds-WP_001028073.1",""
"groups_5272","PTS fructose transporter subunit IIC","2","2","1.0","1092","1092","1092.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4910-cds-WP_000662206.1","","GCA_021697815.1-NZ_JAJPUS010000014.1-719-cds-WP_000662199.1",""
"groups_5273","class II fructose-bisphosphate aldolase family protein","2","2","1.0","852","852","852.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4911-cds-WP_000457122.1","","GCA_021697815.1-NZ_JAJPUS010000014.1-720-cds-WP_000457128.1",""
"groups_5274","ketose-bisphosphate aldolase","2","2","1.0","861","861","861.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4912-cds-WP_000961378.1","","GCA_021697815.1-NZ_JAJPUS010000014.1-721-cds-WP_022646283.1",""
"groups_5275","ROK family protein","2","2","1.0","933","933","933.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4913-cds-WP_000559088.1","","GCA_021697815.1-NZ_JAJPUS010000014.1-722-cds-WP_022646282.1",""
"groups_5276","D-lyxose/D-mannose family sugar isomerase","2","2","1.0","681","681","681.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4914-cds-WP_001296536.1","","GCA_021697815.1-NZ_JAJPUS010000014.1-723-cds-WP_012311659.1",""
"yicH","AsmA family protein","4","4","1.0","1701","1710","1708.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4915-cds-WP_001296535.1","GCA_021534865.1-NZ_CP091038.1-3598-cds-WP_001300954.1","GCA_021697815.1-NZ_JAJPUS010000014.1-724-cds-WP_022646281.1","GCA_021890555.1-NZ_JAKLOD010000001.1-53-cds-WP_001298946.1"
"xanP","xanthine/proton symporter XanP","4","4","1.0","1392","1392","1392.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4916-cds-WP_001295238.1","GCA_021534865.1-NZ_CP091038.1-3599-cds-WP_001295238.1","GCA_021697815.1-NZ_JAJPUS010000014.1-725-cds-WP_001295238.1","GCA_021890555.1-NZ_JAKLOD010000001.1-54-cds-WP_001295238.1"
"gltS","sodium/glutamate symporter","4","4","1.0","1206","1206","1206.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4917-cds-WP_000468826.1","GCA_021534865.1-NZ_CP091038.1-3600-cds-WP_000468833.1","GCA_021697815.1-NZ_JAJPUS010000014.1-726-cds-WP_000468822.1","GCA_021890555.1-NZ_JAKLOD010000001.1-55-cds-WP_000468836.1"
"trmH","tRNA (guanosine(18)-2'-O)-methyltransferase TrmH","4","4","1.0","690","690","690.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4919-cds-WP_001070179.1","GCA_021534865.1-NZ_CP091038.1-3602-cds-WP_001070177.1","GCA_021697815.1-NZ_JAJPUS010000014.1-728-cds-WP_001070187.1","GCA_021890555.1-NZ_JAKLOD010000001.1-58-cds-WP_001070177.1"
"spoT","bifunctional GTP diphosphokinase/guanosine-3'%2C5'-bis pyrophosphate 3'-pyrophosphohydrolase","4","4","1.0","2109","2109","2109.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4920-cds-WP_000280473.1","GCA_021534865.1-NZ_CP091038.1-3603-cds-WP_000280488.1","GCA_021697815.1-NZ_JAJPUS010000014.1-729-cds-WP_000280473.1","GCA_021890555.1-NZ_JAKLOD010000001.1-59-cds-WP_000280488.1"
"rpoZ","DNA-directed RNA polymerase subunit omega","4","4","1.0","276","276","276.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4921-cds-WP_000135058.1","GCA_021534865.1-NZ_CP091038.1-3604-cds-WP_000135058.1","GCA_021697815.1-NZ_JAJPUS010000014.1-730-cds-WP_000135058.1","GCA_021890555.1-NZ_JAKLOD010000001.1-60-cds-WP_000135058.1"
"gmk","guanylate kinase","4","4","1.0","624","624","624.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4922-cds-WP_001295237.1","GCA_021534865.1-NZ_CP091038.1-3605-cds-WP_001295237.1","GCA_021697815.1-NZ_JAJPUS010000014.1-731-cds-WP_001295237.1","GCA_021890555.1-NZ_JAKLOD010000001.1-61-cds-WP_001295237.1"
"yicG","trimeric intracellular cation channel family protein","4","4","1.0","618","618","618.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4924-cds-WP_000924289.1","GCA_021534865.1-NZ_CP091038.1-3607-cds-WP_000924289.1","GCA_021697815.1-NZ_JAJPUS010000014.1-733-cds-WP_000924289.1","GCA_021890555.1-NZ_JAKLOD010000001.1-63-cds-WP_000924289.1"
"yicC","YicC family protein","4","4","1.0","864","864","864.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4925-cds-WP_000621332.1","GCA_021534865.1-NZ_CP091038.1-3629-cds-WP_000621320.1","GCA_021697815.1-NZ_JAJPUS010000014.1-735-cds-WP_022646278.1","GCA_021890555.1-NZ_JAKLOD010000001.1-65-cds-WP_000621336.1"
"rph","ribonuclease PH","4","4","1.0","717","717","717.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4926-cds-WP_001247093.1","GCA_021534865.1-NZ_CP091038.1-3630-cds-WP_001247097.1","GCA_021697815.1-NZ_JAJPUS010000014.1-736-cds-WP_001247093.1","GCA_021890555.1-NZ_JAKLOD010000001.1-66-cds-WP_001247089.1"
"pyrE","orotate phosphoribosyltransferase","4","4","1.0","642","642","642.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4927-cds-WP_000806177.1","GCA_021534865.1-NZ_CP091038.1-3631-cds-WP_000806177.1","GCA_021697815.1-NZ_JAJPUS010000014.1-737-cds-WP_000806177.1","GCA_021890555.1-NZ_JAKLOD010000001.1-67-cds-WP_000806177.1"
"slmA","nucleoid occlusion factor SlmA","4","4","1.0","597","597","597.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4928-cds-WP_000818603.1","GCA_021534865.1-NZ_CP091038.1-3632-cds-WP_000818601.1","GCA_021697815.1-NZ_JAJPUS010000014.1-739-cds-WP_000818603.1","GCA_021890555.1-NZ_JAKLOD010000001.1-68-cds-WP_000818601.1"
"dut","dUTP diphosphatase","4","4","1.0","459","459","459.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4929-cds-WP_000976070.1","GCA_021534865.1-NZ_CP091038.1-3633-cds-WP_000976070.1","GCA_021697815.1-NZ_JAJPUS010000014.1-740-cds-WP_000976070.1","GCA_021890555.1-NZ_JAKLOD010000001.1-69-cds-WP_000976070.1"
"coaBC","bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC","4","4","1.0","1221","1221","1221.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4930-cds-WP_000050112.1","GCA_021534865.1-NZ_CP091038.1-3634-cds-WP_000050139.1","GCA_021697815.1-NZ_JAJPUS010000014.1-741-cds-WP_000050149.1","GCA_021890555.1-NZ_JAKLOD010000001.1-70-cds-WP_000050109.1"
"rpmB","50S ribosomal protein L28","4","4","1.0","237","237","237.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4932-cds-WP_000091955.1","GCA_021534865.1-NZ_CP091038.1-3636-cds-WP_000091955.1","GCA_021697815.1-NZ_JAJPUS010000014.1-743-cds-WP_000091955.1","GCA_021890555.1-NZ_JAKLOD010000001.1-72-cds-WP_000091955.1"
"rpmG","50S ribosomal protein L33","4","4","1.0","168","168","168.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4933-cds-WP_001051798.1","GCA_021534865.1-NZ_CP091038.1-3637-cds-WP_001051798.1","GCA_021697815.1-NZ_JAJPUS010000014.1-744-cds-WP_001051798.1","GCA_021890555.1-NZ_JAKLOD010000001.1-73-cds-WP_001051798.1"
"mutM","bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase","4","4","1.0","810","810","810.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4934-cds-WP_001114533.1","GCA_021534865.1-NZ_CP091038.1-3638-cds-WP_001114533.1","GCA_021697815.1-NZ_JAJPUS010000014.1-745-cds-WP_001114533.1","GCA_021890555.1-NZ_JAKLOD010000001.1-74-cds-WP_001114533.1"
"coaD","pantetheine-phosphate adenylyltransferase","4","4","1.0","480","480","480.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4935-cds-WP_001171854.1","GCA_021534865.1-NZ_CP091038.1-3639-cds-WP_001171873.1","GCA_021697815.1-NZ_JAJPUS010000014.1-746-cds-WP_001171866.1","GCA_021890555.1-NZ_JAKLOD010000001.1-75-cds-WP_001171866.1"
"waaA","lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase","4","4","1.0","1278","1278","1278.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4936-cds-WP_000891564.1","GCA_021534865.1-NZ_CP091038.1-3640-cds-WP_000891564.1","GCA_021697815.1-NZ_JAJPUS010000014.1-747-cds-WP_000891574.1","GCA_021890555.1-NZ_JAKLOD010000001.1-76-cds-WP_000891564.1"
"rfaQ","lipopolysaccharide core heptosyltransferase RfaQ","4","4","1.0","1059","1059","1059.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4937-cds-LXO36_RS10295","GCA_021534865.1-NZ_CP091038.1-3641-cds-WP_000360398.1","GCA_021697815.1-NZ_JAJPUS010000014.1-748-cds-WP_000360395.1","GCA_021890555.1-NZ_JAKLOD010000001.1-77-cds-WP_000360402.1"
"waaG","glycosyltransferase family 4 protein","4","4","1.0","1125","1125","1125.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4938-cds-WP_000634259.1","GCA_021534865.1-NZ_CP091038.1-3642-cds-WP_000634239.1","GCA_021697815.1-NZ_JAJPUS010000014.1-749-cds-WP_022646276.1","GCA_021890555.1-NZ_JAKLOD010000001.1-78-cds-WP_000634246.1"
"rfaS","LPS core biosynthesis protein RfaS","1","1","1.0","936","936","936","GCA_021342655.1-NZ_JAJTPH010000006.1-4940-cds-WP_000158223.1","","",""
"waaB","lipopolysaccharide 1%2C6-galactosyltransferase","1","1","1.0","1080","1080","1080","GCA_021342655.1-NZ_JAJTPH010000006.1-4941-cds-WP_000683970.1","","",""
"waaO_00208","lipopolysaccharide 3-alpha-galactosyltransferase","1","1","1.0","1020","1020","1020","GCA_021342655.1-NZ_JAJTPH010000006.1-4942-cds-WP_001188027.1","","",""
"rfaJ","lipopolysaccharide 1%2C2-glucosyltransferase RfaJ","1","1","1.0","963","963","963","GCA_021342655.1-NZ_JAJTPH010000006.1-4943-cds-WP_148718360.1","","",""
"rfaY","lipopolysaccharide core heptose(II) kinase RfaY","1","1","1.0","699","699","699","GCA_021342655.1-NZ_JAJTPH010000006.1-4944-cds-WP_000615251.1","","",""
"waaZ","3-deoxy-D-manno-oct-2-ulosonate III transferase WaaZ","1","1","1.0","852","852","852","GCA_021342655.1-NZ_JAJTPH010000006.1-4945-cds-WP_000790284.1","","",""
"waaU","glycosyltransferase family 9 protein","1","1","1.0","1074","1074","1074","GCA_021342655.1-NZ_JAJTPH010000006.1-4946-cds-WP_001236430.1","","",""
"waaL","O-antigen ligase","1","1","1.0","1266","1266","1266","GCA_021342655.1-NZ_JAJTPH010000006.1-4947-cds-WP_000958045.1","","",""
"rfaF","ADP-heptose--LPS heptosyltransferase RfaF","4","4","1.0","1047","1047","1047.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4949-cds-WP_000699228.1","GCA_021534865.1-NZ_CP091038.1-3651-cds-WP_000699219.1","GCA_021697815.1-NZ_JAJPUS010000014.1-758-cds-WP_001590878.1","GCA_021890555.1-NZ_JAKLOD010000001.1-87-cds-WP_000699241.1"
"rfaD","ADP-glyceromanno-heptose 6-epimerase","4","4","1.0","933","933","933.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4950-cds-WP_000587750.1","GCA_021534865.1-NZ_CP091038.1-3652-cds-WP_000587748.1","GCA_021697815.1-NZ_JAJPUS010000014.1-759-cds-WP_000587750.1","GCA_021890555.1-NZ_JAKLOD010000001.1-88-cds-WP_000587750.1"
"kbl","glycine C-acetyltransferase","4","4","1.0","1197","1197","1197.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4951-cds-WP_001213854.1","GCA_021534865.1-NZ_CP091038.1-3653-cds-WP_001213834.1","GCA_021697815.1-NZ_JAJPUS010000014.1-760-cds-WP_001213834.1","GCA_021890555.1-NZ_JAKLOD010000001.1-89-cds-WP_001213834.1"
"tdh","L-threonine 3-dehydrogenase","4","4","1.0","1026","1026","1026.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4952-cds-WP_000646014.1","GCA_021534865.1-NZ_CP091038.1-3654-cds-WP_000646007.1","GCA_021697815.1-NZ_JAJPUS010000014.1-761-cds-WP_022646271.1","GCA_021890555.1-NZ_JAKLOD010000001.1-90-cds-WP_000646014.1"
"waaH","UDP-glucuronate:LPS(HepIII) glycosyltransferase","4","4","1.0","1035","1035","1035.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4953-cds-WP_000982097.1","GCA_021534865.1-NZ_CP091038.1-3655-cds-WP_000982090.1","GCA_021697815.1-NZ_JAJPUS010000014.1-762-cds-WP_000982122.1","GCA_021890555.1-NZ_JAKLOD010000001.1-91-cds-WP_000982104.1"
"yibQ","divergent polysaccharide deacetylase family protein","4","4","1.0","960","960","960.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4954-cds-WP_000483825.1","GCA_021534865.1-NZ_CP091038.1-3656-cds-WP_000483848.1","GCA_021697815.1-NZ_JAJPUS010000014.1-763-cds-WP_022646270.1","GCA_021890555.1-NZ_JAKLOD010000001.1-92-cds-WP_000483860.1"
"envC","murein hydrolase activator EnvC","4","4","1.0","1260","1260","1260.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4955-cds-WP_000196261.1","GCA_021534865.1-NZ_CP091038.1-3657-cds-WP_000196256.1","GCA_021697815.1-NZ_JAJPUS010000014.1-764-cds-WP_000196261.1","GCA_021890555.1-NZ_JAKLOD010000001.1-93-cds-WP_000196256.1"
"gpmM","2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase","4","4","1.0","1545","1545","1545.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4956-cds-WP_001296527.1","GCA_021534865.1-NZ_CP091038.1-3658-cds-WP_001350558.1","GCA_021697815.1-NZ_JAJPUS010000014.1-765-cds-WP_022646269.1","GCA_021890555.1-NZ_JAKLOD010000001.1-94-cds-WP_000116566.1"
"yibN","rhodanese-like domain-containing protein","4","4","1.0","432","432","432.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4957-cds-WP_001156181.1","GCA_021534865.1-NZ_CP091038.1-3659-cds-WP_001156181.1","GCA_021697815.1-NZ_JAJPUS010000014.1-766-cds-WP_001156174.1","GCA_021890555.1-NZ_JAKLOD010000001.1-95-cds-WP_001156181.1"
"grxC","glutaredoxin 3","4","4","1.0","252","252","252.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4958-cds-WP_000024392.1","GCA_021534865.1-NZ_CP091038.1-3660-cds-WP_000024392.1","GCA_021697815.1-NZ_JAJPUS010000014.1-767-cds-WP_000024392.1","GCA_021890555.1-NZ_JAKLOD010000001.1-96-cds-WP_000024392.1"
"secB","protein-export chaperone SecB","4","4","1.0","468","468","468.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4959-cds-WP_000003382.1","GCA_021534865.1-NZ_CP091038.1-3661-cds-WP_000003377.1","GCA_021697815.1-NZ_JAJPUS010000014.1-768-cds-WP_000003377.1","GCA_021890555.1-NZ_JAKLOD010000001.1-97-cds-WP_000003377.1"
"gpsA","NAD(P)H-dependent glycerol-3-phosphate dehydrogenase","4","4","1.0","1020","1020","1020.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4960-cds-WP_001076194.1","GCA_021534865.1-NZ_CP091038.1-3662-cds-WP_001076194.1","GCA_021697815.1-NZ_JAJPUS010000014.1-769-cds-WP_001076194.1","GCA_021890555.1-NZ_JAKLOD010000001.1-98-cds-WP_023143118.1"
"cysE","serine O-acetyltransferase","4","4","1.0","822","822","822.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4961-cds-WP_001277561.1","GCA_021534865.1-NZ_CP091038.1-3663-cds-WP_001277561.1","GCA_021697815.1-NZ_JAJPUS010000014.1-770-cds-WP_001277561.1","GCA_021890555.1-NZ_JAKLOD010000001.1-99-cds-WP_001277561.1"
"trmL","tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL","4","4","1.0","474","474","474.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4962-cds-WP_000932347.1","GCA_021534865.1-NZ_CP091038.1-3664-cds-WP_000932347.1","GCA_021697815.1-NZ_JAJPUS010000014.1-771-cds-WP_022646268.1","GCA_021890555.1-NZ_JAKLOD010000001.1-100-cds-WP_000932342.1"
"lldD","quinone-dependent L-lactate dehydrogenase","4","4","1.0","1191","1191","1191.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4963-cds-WP_000586976.1","GCA_021534865.1-NZ_CP091038.1-3665-cds-WP_000586962.1","GCA_021697815.1-NZ_JAJPUS010000014.1-772-cds-WP_000586974.1","GCA_021890555.1-NZ_JAKLOD010000001.1-101-cds-WP_000586964.1"
"lldR","transcriptional regulator LldR","4","4","1.0","777","777","777.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4964-cds-WP_001296526.1","GCA_021534865.1-NZ_CP091038.1-3666-cds-WP_000636500.1","GCA_021697815.1-NZ_JAJPUS010000014.1-773-cds-WP_001304974.1","GCA_021890555.1-NZ_JAKLOD010000001.1-102-cds-WP_001297449.1"
"lldP","L-lactate permease","4","4","1.0","1656","1656","1656.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4965-cds-WP_001296525.1","GCA_021534865.1-NZ_CP091038.1-3667-cds-WP_001297977.1","GCA_021697815.1-NZ_JAJPUS010000014.1-774-cds-WP_001297977.1","GCA_021890555.1-NZ_JAKLOD010000001.1-103-cds-WP_001297977.1"
"yibL","YibL family ribosome-associated protein","4","4","1.0","363","363","363.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4968-cds-WP_000665680.1","GCA_021534865.1-NZ_CP091038.1-3668-cds-WP_000665680.1","GCA_021697815.1-NZ_JAJPUS010000014.1-777-cds-WP_000665680.1","GCA_021890555.1-NZ_JAKLOD010000001.1-106-cds-WP_000665680.1"
"mtlR","mannitol operon repressor MtlR","4","4","1.0","588","588","588.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4970-cds-WP_000228269.1","GCA_021534865.1-NZ_CP091038.1-3670-cds-WP_000228269.1","GCA_021697815.1-NZ_JAJPUS010000014.1-779-cds-WP_000228269.1","GCA_021890555.1-NZ_JAKLOD010000001.1-108-cds-WP_000228271.1"
"mtlD","mannitol-1-phosphate 5-dehydrogenase","4","4","1.0","1149","1149","1149.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4971-cds-WP_000645408.1","GCA_021534865.1-NZ_CP091038.1-3671-cds-WP_000645420.1","GCA_021697815.1-NZ_JAJPUS010000014.1-780-cds-WP_000645425.1","GCA_021890555.1-NZ_JAKLOD010000001.1-109-cds-WP_000645424.1"
"mtlA","PTS mannitol transporter subunit IICBA","4","4","1.0","1914","1914","1914.0","GCA_021342655.1-NZ_JAJTPH010000006.1-4972-cds-WP_000093245.1","GCA_021534865.1-NZ_CP091038.1-3672-cds-WP_000093247.1","GCA_021697815.1-NZ_JAJPUS010000014.1-781-cds-WP_022646266.1","GCA_021890555.1-NZ_JAKLOD010000001.1-110-cds-WP_000093247.1"
