gene_id,sample_id,seq_id,length,gene_name,gene_product,gene_index,strand
GCA_021890555.1-NZ_JAKLOD010000001.1-2882-cds-WP_001126780.1,GCA_021890555.1,NZ_JAKLOD010000001.1,387,rutC,pyrimidine utilization protein C,2704,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2883-cds-WP_001307099.1,GCA_021890555.1,NZ_JAKLOD010000001.1,801,rutD,pyrimidine utilization protein D,2705,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2884-cds-WP_001001196.1,GCA_021890555.1,NZ_JAKLOD010000001.1,591,rutE,malonic semialdehyde reductase,2706,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2885-cds-WP_001028095.1,GCA_021890555.1,NZ_JAKLOD010000001.1,495,rutF,pyrimidine utilization flavin reductase protein F,2707,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2886-cds-WP_001307098.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1329,rutG,pyrimidine utilization transport protein G,2708,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2887-cds-WP_001273658.1,GCA_021890555.1,NZ_JAKLOD010000001.1,174,ymdF,general stress protein,2709,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2888-cds-WP_001151437.1,GCA_021890555.1,NZ_JAKLOD010000001.1,597,wrbA,NAD(P)H:quinone oxidoreductase,2710,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2889-cds-WP_001143120.1,GCA_021890555.1,NZ_JAKLOD010000001.1,228,yccJ,YccJ family protein,2711,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2890-cds-WP_001044263.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1242,agp,bifunctional glucose-1-phosphatase/inositol phosphatase,2712,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2892-cds-WP_000420631.1,GCA_021890555.1,NZ_JAKLOD010000001.1,921,cbpA,curved DNA-binding protein,2713,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2893-cds-WP_000024560.1,GCA_021890555.1,NZ_JAKLOD010000001.1,306,cbpM,chaperone modulator CbpM,2714,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2894-cds-WP_000209869.1,GCA_021890555.1,NZ_JAKLOD010000001.1,600,torD,molecular chaperone TorD,2715,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2895-cds-WP_001062101.1,GCA_021890555.1,NZ_JAKLOD010000001.1,2547,torA,trimethylamine-N-oxide reductase TorA,2716,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2896-cds-WP_001230242.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1173,torC,pentaheme c-type cytochrome TorC,2717,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2897-cds-WP_001120112.1,GCA_021890555.1,NZ_JAKLOD010000001.1,693,torR,two-component system response regulator TorR,2718,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2898-cds-WP_001264919.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1029,torT,TMAO reductase system periplasmic protein TorT,2719,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2899-cds-WP_001442214.1,GCA_021890555.1,NZ_JAKLOD010000001.1,2745,torS,TMAO reductase system sensor histidine kinase/response regulator TorS,2720,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2900-cds-WP_000829660.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1074,yccM,4Fe-4S binding protein,2721,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2901-cds-WP_001019197.1,GCA_021890555.1,NZ_JAKLOD010000001.1,174,gnsA,addiction module toxin%2C GnsA/GnsB family,2722,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2902-cds-WP_001323678.1,GCA_021890555.1,NZ_JAKLOD010000001.1,231,ymcE,protein YmcE,2723,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2903-cds-WP_071524879.1,GCA_021890555.1,NZ_JAKLOD010000001.1,189,ymcF,cold-shock protein,2724,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2904-cds-WP_000066490.1,GCA_021890555.1,NZ_JAKLOD010000001.1,213,cspG,cold shock protein CspG,2725,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2905-cds-WP_000087763.1,GCA_021890555.1,NZ_JAKLOD010000001.1,213,cspH,cold shock-like protein CspH,2726,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2906-cds-WP_001299283.1,GCA_021890555.1,NZ_JAKLOD010000001.1,306,,threonine-rich inner membrane protein GfcA,2727,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2907-cds-WP_001247610.1,GCA_021890555.1,NZ_JAKLOD010000001.1,645,gfcB,lipoprotein GfcB,2728,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2908-cds-WP_001038079.1,GCA_021890555.1,NZ_JAKLOD010000001.1,747,gfcC,capsule biosynthesis GfcC family protein,2729,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2909-cds-WP_000742305.1,GCA_021890555.1,NZ_JAKLOD010000001.1,2097,gfcD,YjbH domain-containing protein,2730,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2910-cds-WP_001295357.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1140,gfcE,polysaccharide export protein,2731,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2911-cds-WP_000057866.1,GCA_021890555.1,NZ_JAKLOD010000001.1,447,etp,protein-tyrosine-phosphatase Etp,2732,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2912-cds-WP_000208650.1,GCA_021890555.1,NZ_JAKLOD010000001.1,2181,etk,tyrosine-protein kinase,2733,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2913-cds-WP_001300464.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1299,appA,bifunctional acid phosphatase/4-phytase,2734,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2915-cds-WP_000460803.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1137,appB,cytochrome d ubiquinol oxidase subunit II,2735,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2916-cds-WP_000263563.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1545,appC,cytochrome bd-II oxidase subunit 1,2736,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2917-cds-WP_000004899.1,GCA_021890555.1,NZ_JAKLOD010000001.1,858,hyaF,hydrogenase expression/formation protein,2737,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2918-cds-WP_000063972.1,GCA_021890555.1,NZ_JAKLOD010000001.1,399,hyaE,hydrogenase-1 operon protein HyaE,2738,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2919-cds-WP_001651815.1,GCA_021890555.1,NZ_JAKLOD010000001.1,588,hyaD,hydrogenase 1 maturation protease,2739,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2920-cds-WP_001186424.1,GCA_021890555.1,NZ_JAKLOD010000001.1,708,hyaC,Ni/Fe-hydrogenase b-type cytochrome subunit,2740,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2921-cds-WP_000107384.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1794,hyaB,Ni/Fe-hydrogenase large subunit,2741,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2922-cds-WP_001295940.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1119,hyaA,hydrogenase 1 small subunit,2742,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2924-cds-WP_000375136.1,GCA_021890555.1,NZ_JAKLOD010000001.1,660,yccA,FtsH protease modulator YccA,2743,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2925-cds-WP_000904442.1,GCA_021890555.1,NZ_JAKLOD010000001.1,330,tusE,sulfurtransferase TusE,2744,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2926-cds-WP_000048252.1,GCA_021890555.1,NZ_JAKLOD010000001.1,279,yccX,acylphosphatase,2745,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2927-cds-WP_000116297.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1191,rlmI,23S rRNA (cytosine(1962)-C(5))-methyltransferase RlmI,2746,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2928-cds-WP_001295356.1,GCA_021890555.1,NZ_JAKLOD010000001.1,318,hspQ,heat shock protein HspQ,2747,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2929-cds-WP_000665217.1,GCA_021890555.1,NZ_JAKLOD010000001.1,414,yccU,CoA-binding protein,2748,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2930-cds-WP_000847791.1,GCA_021890555.1,NZ_JAKLOD010000001.1,663,yccT,DUF2057 family protein,2749,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2931-cds-WP_000424181.1,GCA_021890555.1,NZ_JAKLOD010000001.1,459,mgsA,methylglyoxal synthase,2750,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2932-cds-WP_000420533.1,GCA_021890555.1,NZ_JAKLOD010000001.1,2055,helD,DNA helicase IV,2751,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2933-cds-WP_001261231.1,GCA_021890555.1,NZ_JAKLOD010000001.1,447,yccF,YccF domain-containing protein,2752,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2934-cds-WP_000875023.1,GCA_021890555.1,NZ_JAKLOD010000001.1,2163,yccS,YccS family putative transporter,2753,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2935-cds-WP_000839153.1,GCA_021890555.1,NZ_JAKLOD010000001.1,630,sxy,CRP-S regulon transcriptional coactivator Sxy,2754,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2936-cds-WP_000288710.1,GCA_021890555.1,NZ_JAKLOD010000001.1,510,sulA,cell division inhibitor SulA,2755,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2937-cds-WP_000750419.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1053,ompA,porin OmpA,2756,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2938-cds-WP_000877158.1,GCA_021890555.1,NZ_JAKLOD010000001.1,453,matP,macrodomain Ter protein MatP,2757,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2939-cds-WP_000156526.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1761,ycbZ,Lon protease family protein,2758,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2940-cds-WP_000227927.1,GCA_021890555.1,NZ_JAKLOD010000001.1,519,fabA,bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase,2759,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2941-cds-WP_000828648.1,GCA_021890555.1,NZ_JAKLOD010000001.1,168,rmf,ribosome modulation factor,2760,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2942-cds-WP_000759120.1,GCA_021890555.1,NZ_JAKLOD010000001.1,564,pqiC,membrane integrity-associated transporter subunit PqiC,2761,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2943-cds-WP_000445533.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1641,pqiB,intermembrane transport protein PqiB,2762,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2944-cds-WP_000333176.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1254,pqiA,membrane integrity-associated transporter subunit PqiA,2763,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2945-cds-WP_000053122.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1908,uup,ABC transporter ATP-binding protein,2764,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2946-cds-WP_001086549.1,GCA_021890555.1,NZ_JAKLOD010000001.1,2109,rlmKL,bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL,2765,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2947-cds-WP_000224273.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1110,ycbX,6-N-hydroxylaminopurine resistance protein YcbX,2766,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2948-cds-WP_001295353.1,GCA_021890555.1,NZ_JAKLOD010000001.1,543,zapC,cell division protein ZapC,2767,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2949-cds-WP_001295352.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1011,pyrD,quinone-dependent dihydroorotate dehydrogenase,2768,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2950-cds-WP_001111470.1,GCA_021890555.1,NZ_JAKLOD010000001.1,738,ycbF,fimbrial chaperone,2769,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2951-cds-WP_000919489.1,GCA_021890555.1,NZ_JAKLOD010000001.1,516,ycbV,type 1 fimbrial protein,2770,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2952-cds-WP_000730614.1,GCA_021890555.1,NZ_JAKLOD010000001.1,543,ycbU,fimbrial protein,2771,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2953-cds-WP_001165658.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1071,elfG,fimbrial protein,2772,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2955-cds-WP_000845152.1,GCA_021890555.1,NZ_JAKLOD010000001.1,702,elfD,molecular chaperone,2773,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2956-cds-WP_000750284.1,GCA_021890555.1,NZ_JAKLOD010000001.1,543,,fimbrial protein,2774,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2957-cds-WP_001263933.1,GCA_021890555.1,NZ_JAKLOD010000001.1,576,ssuE,NADPH-dependent FMN reductase,2775,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2958-cds-WP_001244342.1,GCA_021890555.1,NZ_JAKLOD010000001.1,960,ssuA,aliphatic sulfonate ABC transporter substrate-binding protein SsuA,2776,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2959-cds-WP_000055996.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1146,ssuD,FMNH2-dependent alkanesulfonate monooxygenase,2777,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2960-cds-WP_000235203.1,GCA_021890555.1,NZ_JAKLOD010000001.1,792,ssuC,aliphatic sulfonate ABC transporter permease SsuC,2778,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2961-cds-WP_001090508.1,GCA_021890555.1,NZ_JAKLOD010000001.1,768,ssuB,aliphatic sulfonates ABC transporter ATP-binding protein,2779,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2962-cds-WP_000193844.1,GCA_021890555.1,NZ_JAKLOD010000001.1,2613,pepN,aminopeptidase N,2780,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2963-cds-WP_001297200.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1203,pncB,nicotinate phosphoribosyltransferase,2781,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2964-cds-WP_000117881.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1401,asnS,asparagine--tRNA ligase,2782,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2965-cds-WP_000977920.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1089,ompF,porin OmpF,2783,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2966-cds-WP_000462687.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1191,aspC,aspartate transaminase,2784,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2967-cds-WP_001109487.1,GCA_021890555.1,NZ_JAKLOD010000001.1,648,gloC,hydroxyacylglutathione hydrolase GloC,2785,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2968-cds-WP_001295932.1,GCA_021890555.1,NZ_JAKLOD010000001.1,549,mepK,YcbK family protein,2786,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2969-cds-WP_000925997.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1848,ldtD,L%2CD-transpeptidase,2787,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2970-cds-WP_000572668.1,GCA_021890555.1,NZ_JAKLOD010000001.1,4461,mukB,chromosome partition protein MukB,2788,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2971-cds-WP_001295347.1,GCA_021890555.1,NZ_JAKLOD010000001.1,705,mukE,chromosome partition protein MukE,2789,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2972-cds-WP_001288850.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1323,mukF,chromosome partition protein MukF,2790,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2973-cds-WP_001297198.1,GCA_021890555.1,NZ_JAKLOD010000001.1,786,cmoM,tRNA uridine 5-oxyacetic acid(34) methyltransferase CmoM,2791,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2974-cds-WP_000899600.1,GCA_021890555.1,NZ_JAKLOD010000001.1,780,elyC,envelope biogenesis factor ElyC,2792,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2975-cds-WP_000436922.1,GCA_021890555.1,NZ_JAKLOD010000001.1,894,ycbJ,YcbJ family phosphotransferase,2793,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2976-cds-WP_000011590.1,GCA_021890555.1,NZ_JAKLOD010000001.1,747,kdsB,3-deoxy-manno-octulosonate cytidylyltransferase,2794,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2977-cds-WP_000350058.1,GCA_021890555.1,NZ_JAKLOD010000001.1,183,ycaR,protein YcaR,2795,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2978-cds-WP_000056498.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1233,ycaQ,winged helix-turn-helix domain-containing protein,2796,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2979-cds-WP_000570540.1,GCA_021890555.1,NZ_JAKLOD010000001.1,987,lpxK,tetraacyldisaccharide 4'-kinase,2797,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2980-cds-WP_000551270.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1749,msbA,lipid A ABC transporter ATP-binding protein/permease MsbA,2798,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2981-cds-WP_000705700.1,GCA_021890555.1,NZ_JAKLOD010000001.1,2265,ycaI,ComEC family protein,2799,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2982-cds-WP_000167336.1,GCA_021890555.1,NZ_JAKLOD010000001.1,285,ihfB,integration host factor subunit beta,2800,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2983-cds-WP_000140327.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1674,rpsA,30S ribosomal protein S1,2801,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2984-cds-WP_000125016.1,GCA_021890555.1,NZ_JAKLOD010000001.1,684,cmk,(d)CMP kinase,2802,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2985-cds-WP_001295345.1,GCA_021890555.1,NZ_JAKLOD010000001.1,765,ycaL,metallopeptidase YcaL,2803,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2986-cds-WP_000445231.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1284,aroA,3-phosphoshikimate 1-carboxyvinyltransferase,2804,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2987-cds-WP_000057149.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1089,serC,3-phosphoserine/phosphohydroxythreonine transaminase,2805,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2988-cds-WP_000642849.1,GCA_021890555.1,NZ_JAKLOD010000001.1,693,ycaP,DUF421 domain-containing protein,2806,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2989-cds-WP_001297197.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1761,ycaO,30S ribosomal protein S12 methylthiotransferase accessory protein YcaO,2807,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2990-cds-WP_000642546.1,GCA_021890555.1,NZ_JAKLOD010000001.1,858,focA,formate transporter FocA,2808,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2991-cds-WP_001292822.1,GCA_021890555.1,NZ_JAKLOD010000001.1,2283,pflB,formate C-acetyltransferase,2809,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2992-cds-WP_000111043.1,GCA_021890555.1,NZ_JAKLOD010000001.1,741,pflA,pyruvate formate lyase 1-activating protein,2810,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2993-cds-WP_001190382.1,GCA_021890555.1,NZ_JAKLOD010000001.1,591,ycaK,NAD(P)H oxidoreductase,2811,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2994-cds-WP_001242678.1,GCA_021890555.1,NZ_JAKLOD010000001.1,909,ycaN,LysR family transcriptional regulator,2812,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2995-cds-WP_000918506.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1431,ycaM,amino acid permease,2813,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2996-cds-WP_000109295.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1149,ycaD,MFS transporter,2814,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2997-cds-WP_000165876.1,GCA_021890555.1,NZ_JAKLOD010000001.1,627,ycaC,hydrolase,2815,+
GCA_021890555.1-NZ_JAKLOD010000001.1-2998-cds-WP_000534635.1,GCA_021890555.1,NZ_JAKLOD010000001.1,864,dmsC,dimethyl sulfoxide reductase anchor subunit DmsC,2816,-
GCA_021890555.1-NZ_JAKLOD010000001.1-2999-cds-WP_000213098.1,GCA_021890555.1,NZ_JAKLOD010000001.1,618,dmsB,dimethylsulfoxide reductase subunit B,2817,-
GCA_021890555.1-NZ_JAKLOD010000001.1-3000-cds-WP_000850306.1,GCA_021890555.1,NZ_JAKLOD010000001.1,2445,dmsA,dimethylsulfoxide reductase subunit A,2818,-
GCA_021890555.1-NZ_JAKLOD010000001.1-3001-cds-WP_000886683.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1293,serS,serine--tRNA ligase,2819,-
GCA_021890555.1-NZ_JAKLOD010000001.1-3002-cds-WP_000067767.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1344,rarA,replication-associated recombination protein RarA,2820,-
GCA_021890555.1-NZ_JAKLOD010000001.1-3003-cds-WP_001295343.1,GCA_021890555.1,NZ_JAKLOD010000001.1,612,lolA,outer membrane lipoprotein chaperone LolA,2821,-
GCA_021890555.1-NZ_JAKLOD010000001.1-3004-cds-WP_063090884.1,GCA_021890555.1,NZ_JAKLOD010000001.1,4146,ftsK,DNA translocase FtsK,2822,-
GCA_021890555.1-NZ_JAKLOD010000001.1-3005-cds-WP_000228473.1,GCA_021890555.1,NZ_JAKLOD010000001.1,495,lrp,leucine-responsive transcriptional regulator Lrp,2823,-
GCA_021890555.1-NZ_JAKLOD010000001.1-3006-cds-WP_000537418.1,GCA_021890555.1,NZ_JAKLOD010000001.1,966,trxB,thioredoxin-disulfide reductase,2824,+
GCA_021890555.1-NZ_JAKLOD010000001.1-3007-cds-WP_001043587.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1767,cydD,cysteine/glutathione ABC transporter permease/ATP-binding protein CydD,2825,+
GCA_021890555.1-NZ_JAKLOD010000001.1-3008-cds-WP_023143179.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1722,cydC,cysteine/glutathione ABC transporter ATP-binding protein/permease CydC,2826,+
GCA_021890555.1-NZ_JAKLOD010000001.1-3009-cds-WP_001241694.1,GCA_021890555.1,NZ_JAKLOD010000001.1,705,aat,leucyl/phenylalanyl-tRNA--protein transferase,2827,+
GCA_021890555.1-NZ_JAKLOD010000001.1-3010-cds-WP_001040187.1,GCA_021890555.1,NZ_JAKLOD010000001.1,219,infA,translation initiation factor IF-1,2828,+
GCA_021890555.1-NZ_JAKLOD010000001.1-3012-cds-WP_000934041.1,GCA_021890555.1,NZ_JAKLOD010000001.1,2277,clpA,ATP-dependent Clp protease ATP-binding subunit ClpA,2829,-
GCA_021890555.1-NZ_JAKLOD010000001.1-3013-cds-WP_000520781.1,GCA_021890555.1,NZ_JAKLOD010000001.1,321,clpS,ATP-dependent Clp protease adapter ClpS,2830,-
GCA_021890555.1-NZ_JAKLOD010000001.1-3015-cds-WP_000410785.1,GCA_021890555.1,NZ_JAKLOD010000001.1,225,cspD,cold shock-like protein CspD,2831,+
GCA_021890555.1-NZ_JAKLOD010000001.1-3016-cds-WP_000188193.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1947,macB,macrolide ABC transporter ATP-binding protein/permease MacB,2832,-
GCA_021890555.1-NZ_JAKLOD010000001.1-3017-cds-WP_000746460.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1116,macA,macrolide transporter subunit MacA,2833,-
GCA_021890555.1-NZ_JAKLOD010000001.1-3018-cds-WP_001355621.1,GCA_021890555.1,NZ_JAKLOD010000001.1,957,ybjX,VirK/YbjX family protein,2834,+
GCA_021890555.1-NZ_JAKLOD010000001.1-3019-cds-WP_000599812.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1659,ybjD,ATP-dependent endonuclease,2835,-
GCA_021890555.1-NZ_JAKLOD010000001.1-3020-cds-WP_000488716.1,GCA_021890555.1,NZ_JAKLOD010000001.1,696,aqpZ,aquaporin Z,2836,+
GCA_021890555.1-NZ_JAKLOD010000001.1-3021-cds-WP_023142993.1,GCA_021890555.1,NZ_JAKLOD010000001.1,900,lysO,L-lysine exporter LysO,2837,+
GCA_021890555.1-NZ_JAKLOD010000001.1-3022-cds-WP_000458817.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1653,hcp,hydroxylamine reductase,2838,+
GCA_021890555.1-NZ_JAKLOD010000001.1-3023-cds-WP_000178677.1,GCA_021890555.1,NZ_JAKLOD010000001.1,969,hcr,NADH oxidoreductase,2839,+
GCA_021890555.1-NZ_JAKLOD010000001.1-3024-cds-WP_000815350.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1719,poxB,ubiquinone-dependent pyruvate dehydrogenase,2840,+
GCA_021890555.1-NZ_JAKLOD010000001.1-3025-cds-WP_000566372.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1002,ltaE,low-specificity L-threonine aldolase,2841,+
GCA_021890555.1-NZ_JAKLOD010000001.1-3026-cds-WP_001136554.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1431,ybjT,SDR family oxidoreductase,2842,+
GCA_021890555.1-NZ_JAKLOD010000001.1-3027-cds-WP_001338420.1,GCA_021890555.1,NZ_JAKLOD010000001.1,1014,ybjS,NAD(P)-dependent oxidoreductase,2843,+
GCA_021890555.1-NZ_JAKLOD010000001.1-3028-cds-WP_001255144.1,GCA_021890555.1,NZ_JAKLOD010000001.1,831,amiD,N-acetylmuramoyl-L-alanine amidase AmiD,2844,-
GCA_021890555.1-NZ_JAKLOD010000001.1-3029-cds-WP_001160737.1,GCA_021890555.1,NZ_JAKLOD010000001.1,324,ybjQ,heavy metal-binding domain-containing protein,2845,-
GCA_021890555.1-NZ_JAKLOD010000001.1-3030-cds-WP_001270740.1,GCA_021890555.1,NZ_JAKLOD010000001.1,516,ybjP,lipoprotein,2846,+
GCA_021890555.1-NZ_JAKLOD010000001.1-3031-cds-WP_000027205.1,GCA_021890555.1,NZ_JAKLOD010000001.1,729,artP,arginine ABC transporter ATP-binding protein ArtP,2847,+
GCA_021890555.1-NZ_JAKLOD010000001.1-3032-cds-WP_000756569.1,GCA_021890555.1,NZ_JAKLOD010000001.1,732,artJ,arginine ABC transporter substrate-binding protein,2848,+
GCA_021890555.1-NZ_JAKLOD010000001.1-3033-cds-WP_001001691.1,GCA_021890555.1,NZ_JAKLOD010000001.1,717,artQ,arginine ABC transporter permease ArtQ,2849,+
GCA_021890555.1-NZ_JAKLOD010000001.1-3034-cds-WP_000464491.1,GCA_021890555.1,NZ_JAKLOD010000001.1,669,artM,arginine ABC transporter permease ArtM,2850,+
